Track name,Artist name,Album,Playlist name,Type,ISRC,Apple - id
"breaking all the rules","Christian French","bright side of the moon - EP","All","Playlist","USQX91900827","1474882478"
"Heartbeat","Christopher","Closer ... And More Hits (Deluxe)","All","Playlist","DKAZA1600015","1231555429"
"Stones (feat. Daniel Schulz)","Christopher","My Blood","All","Playlist","DKAZA2100045","1554084338"
"Alright (feat. Russell Dickerson)","Clara Mae","Drunk On Emotions","All","Playlist","USAT22004929","1527990971"
"Drunk On Emotions","Clara Mae","Drunk On Emotions","All","Playlist","USAT22003624","1527991248"
"Overused (feat. gnash)","Clara Mae","Drunk On Emotions","All","Playlist","USAT22001242","1527991245"
"ALIVE","ClariS","ALIVE - EP","All","Playlist","JPU902202011","1635561576"
"Rather Be (feat. Jess Glynne)","Clean Bandit","I Cry When I Laugh","All","Playlist","GBAHS1300498","1023693379"
"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit","Rockabye (feat. Sean Paul & Anne-Marie) - Single","All","Playlist","GBAHS1600363","1164046335"
"Ocean Deep","Cliff Richard","Silver (Remastered)","All","Playlist","GBAYE0200182","697286871"
"Be Your Light","CLNGR","Be Your Light - Single","All","Playlist","SE5Q51902250","1478129133"
"The Regalia","Cody Martin","Dancing Lanterns","All","Playlist","QZHZ52068276","1624719621"
"La Da Dee","Cody Simpson","Surfers Paradise (Expanded)","All","Playlist","USAT21301747","1470594368"
"Lightship","colate","Lightship - Single","All","Playlist","TCACC1473700","1543485602"
"Hymn for the Weekend","Coldplay","A Head Full of Dreams","All","Playlist","GBAYE1501020","1053934844"
"Viva la Vida","Coldplay","Viva la Vida (Prospekt's March Edition)","All","Playlist","GBAYE1600217","1122778616"
"Middle of a Memory","Cole Swindell","You Should Be Here","All","Playlist","USWB11600314","1098026546"
"Cold Water","Conor Maynard","Cold Water - Single","All","Playlist","GBAYE1601338","1140940860"
"Endear (feat. Miraie)","Couple N","Endear (feat. Miraie) - Single","All","Playlist","QZES51888616","1439944481"
"Tears from Heaven","Couple N","Not Eternal - EP","All","Playlist","QZDA61828463","1409881415"
"Starry Night","Couple N","Starry Night - Single","All","Playlist","QM8DG1874581","1447541274"
"Thousand Stars","Couple N","Starry Night - Single","All","Playlist","QZES91889730","1447541275"
"Take a Step Forward","Couple N","Take a Step Forward - Single","All","Playlist","QZDA61807041","1408315404"
"Departure","Couple N & Kirara Magic","Departure - Single","All","Playlist","QM42K1947814","1599283416"
"Shine","Couple N & PIKASONIC","Shine - Single","All","Playlist","QM42K2023235","1512319118"
"Waiting for You (feat. Anthony Meyer)","Courts & Divite","Waiting for You (feat. Anthony Meyer) - Single","All","Playlist","GBSMU6528850","1469078936"
"I Love You More (than adore)","The Crane","I Love You More (than adore) - Single","All","Playlist","DGA052005689","1542163050"
"Gold (feat. Luma)","Crystal Skies","Not Since When","All","Playlist","CA5KR2201650","1606447383"
"Nirvana","Crystal Skies & AMIDY","Nirvana - Single","All","Playlist","CA5KR2367463","1697831628"
"Other Side","Crystal Skies & Luxtides","Stardust","All","Playlist","CA5KR2419904","1726097254"
"さよならを言えたかな","culenasm","さよならを言えたかな - Single","All","Playlist","JPP302300066","1670097856"
"酔生夢死","culenasm","Touch the figure - EP","All","Playlist","JPP302100212","1587345576"
"see you again","culenasm","Whisper of the heart","All","Playlist","JPP302300531","1707984165"
"解けない駆け引き","culenasm & Kubotakai","解けない駆け引き - Single","All","Playlist","JPP302100737","1570441227"
"You & I","Culture Code & Alexis Donn","You & I - Single","All","Playlist","GB2LD2110230","1578878336"
"Coincidence","Culture Code & Karra","Coincidence - Single","All","Playlist","TCAEA1988599","1449745572"
"Girls Just Want to Have Fun","C. Lauper","She's So Unusual","All","Playlist","USSM18300548","400603693"
"我說寶貝 (feat. Lulu黃路梓茵)","A/DA","最中二代目","All","Playlist","TWUM71700010","1443075042"
"飛行少年 (feat. 謝和弦)","A/DA","最中二代目","All","Playlist","TWUM71700015","1443075051"
"Feel Like","Dabin & CAPPA","Between Broken","All","Playlist","USA2P2129850","1700470919"
"Another Day","Dabin, Outwild & Nevve","Wild Youth","All","Playlist","USA2P1914476","1701095246"
"In the End","Dabin, Said The Sky & Clara Mae","In the End - Single","All","Playlist","CA5KR2433043","1731485300"
"In the Cold","Dabin, William Black & James Droll","In the Cold - Single","All","Playlist","CA5KR2374313","1701503013"
"Kimiiro","Da-iCE","Bet","All","Playlist","JPPO01704469","1417129320"
"DREAMIN' ON","Da-iCE","DREAMIN' ON -Special Edition- - EP","All","Playlist","JPB602002161","1525236534"
"Say Goodbye To You","Da-iCE","Face","All","Playlist","JPPO02001131","1506706753"
"You","Da-iCE","Face","All","Playlist","JPPO02001132","1506706754"
"Sora","Da-iCE","Watch Out - EP","All","Playlist","JPPO01614735","1445302443"
"10,000 Hours","Dan + Shay & Justin Bieber","10,000 Hours - Single","All","Playlist","USWB11902408","1481229017"
"Bad Day","Daniel Powter","Daniel Powter","All","Playlist","USWB10401971","63816165"
"Uchiagehanabi","DAOKO×米津玄師","Thank You Blue","All","Playlist","JPTF01710201","1317721894"
"Bubble Tea (feat. Juu & Cinders)","dark cat","Bubble Tea (feat. Juu & Cinders) - Single","All","Playlist","UST8K1675758","1648300629"
"Space Oddity (2015 Remaster)","Bowie","David Bowie (aka Space Oddity) [2015 Remaster]","All","Playlist","USJT11500041","1039800298"
"Congratulations","DAY6","The Day - EP","All","Playlist","US5TA1500073","1689197737"
"Hypnotized","DEAMN","Save Me","All","Playlist","TCAFP2107683","1569331082"
"Wild","DEAMN","Seventeen","All","Playlist","TCAGG2228933","1628730992"
"NCS Dream","Di Young","NCS Dream - Single","All","Playlist","QZMEN2062169","1588078598"
"猫 〜THE FIRST TAKE ver.〜","Dish","X","All","Playlist","JPU902001100","1552666601"
"Stockholm Lights","Diviners","Stockholm Lights - Single","All","Playlist","GB2LD2000011","1500090058"
"Feelings","Diviners & Azertion","Feelings - Single","All","Playlist","GB2LD2110162","1569964931"
"矮星","吳鎮安","矮星 - Single","All","Playlist","TWA532100316","1555521784"
"Comfortable Attractions","DJ Genki","Bright Colors 6","All","Playlist","TCJPR2251519","1620124534"
"Traveller (feat. moimoi)","DJ Genki & Camellia","ULTIMATE HAPPY CARNIVAL","All","Playlist","TCJPN2042040","1545826298"
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled","Grateful","All","Playlist","USSM11703300","1249168255"
"Jingle","DJ Noriken","#From_Ten_Wonderland","All","Playlist","GBLFP1520747","994145710"
"Midnight Underpath","DJ Noriken","FUTURISE myself - EP","All","Playlist","JPG642000081","1538872627"
"Stay","DJ Noriken","Stay - Single","All","Playlist","TCJPR2282340","1622537936"
"Comet Coaster","DJ Noriken & aran","Comet Coaster - Single","All","Playlist","TCJPN2176306","1551352294"
"Let Me Love You (feat. Justin Bieber)","DJ Snake","Encore","All","Playlist","QMZSY1600015","1440867817"
"Star (feat. あずきうい)","DoubleLift","Star (feat. あずきうい & 魔花ふしぎ)","All","Playlist","JP92N2329803","1687106040"
"All About You (feat. Cnballer & Cloud Wang)","DP龍豬","全部都是你","All","Playlist","FR2X41714610","1215186526"
"可愛い子にはトゲがある?","Drama Store","Invitations - EP","All","Playlist","JPTE01909700","1838687348"
"むすんで、ひらいて","Drama Store","LAST DAY(S) LAST","All","Playlist","JPTE02202570","1838687900"
"至上の空論","Drama Store","白紙台本 - EP","All","Playlist","JPE871702211","1838716071"
"The Drive (feat. Sonny Zero)","dreamr.","Nights on the Boulevard - EP","All","Playlist","USA2P2241439","1754528975"
"Runaway Kids","dreamr., Catchphrase, Prince Woods & Kyra Grove","Runaway Kids - Single","All","Playlist","GB2LD2110135","1565227806"
"Rewind the Credits","dreamr., Ruff & Chanel Yates","Rewind the Credits - Single","All","Playlist","CA5KR2245727","1754528080"
"Volatile","Dreem","City Echoes","All","Playlist","SE5Q52104173","1605584760"
"Deepwaters","Dreem","No Glory - EP","All","Playlist","SE5Q52201478","1631290007"
"Echo","driftcat","Echo - Single","All","Playlist","QZPLR2005207","1546327465"
"Crying Over You (feat. LIZANN)","DVRKCLOUD","Crying Over You (feat. LIZANN) - Single","All","Playlist","CA5KR2323526","1667657199"
"Baby Blue","Dylan Conrique","Baby Blue EP","All","Playlist","ZZOPM2002902","1537188427"
"Wasted Makeup","Dylan Conrique","Baby Blue EP","All","Playlist","ZZOPM2003048","1537188430"
"End up Alone","Dylan Matthew","End up Alone - Single","All","Playlist","USA2P2231513","1700472124"
"Boston","Dylan Matthew & Fairlane","Boston - Single","All","Playlist","USA2P2203366","1700469248"
"Re:Boost","EAjRock","Cytus II-Paff (Original Soundtrack)","All","Playlist","TCADS1871645","1414690425"
"四季予你","程響","四季予你 - Single","All","Playlist","TWDL72020596","1601570918"
"Castle on the Hill","Ed Sheeran","÷ (Deluxe)","All","Playlist","GBAHS1700004","1193701328"
"Eyes Closed","Ed Sheeran","- (Deluxe)","All","Playlist","GBAHS2201304","1673804556"
"Beautiful People (feat. Khalid)","Ed Sheeran","No.6 Collaborations Project","All","Playlist","GBAHS1900713","1464549657"
"I Don't Care","Ed Sheeran & Justin Bieber","No.6 Collaborations Project","All","Playlist","GBAHS1900673","1471580177"
"Take Me Back to London (feat. Stormzy)","Ed Sheeran","No.6 Collaborations Project","All","Playlist","GBAHS1900716","1471580175"
"Thinking Out Loud","Ed Sheeran","x","All","Playlist","GBAHS1400099","858518134"
"Shivers","Ed Sheeran","=","All","Playlist","GBAHS2100671","1581087034"
"Shape of You","Ed Sheeran","÷ (Deluxe)","All","Playlist","GBAHS1700003","1193701392"
"Perfect","Ed Sheeran","÷ (Deluxe)","All","Playlist","GBAHS1700007","1193701400"
"You Are So Beautiful","Eddy Kim","Guardian, Pt. 5 (Original Television Soundtrack) - Single","All","Playlist","KRA491600908","1570371871"
"긴 밤이 오면","Eddy Kim","While You Were Sleeping, Pt. 1 (Original Television Soundtrack) - Single","All","Playlist","KRC211700011","1686860544"
"愛情你比我想的閣較偉大 (《當男人戀愛時》電影主題曲)","茄子蛋","愛情你比我想的閣較偉大 (《當男人戀愛時》電影主題曲) - Single","All","Playlist","TWEN52100002","1726977153"
"敢傻敢衝","茄子蛋","敢傻敢衝 - Single","All","Playlist","TWEN52000005","1726976127"
"Find the way","EIKO starring 96猫","パリピ孔明 VOCAL COLLECTION MEGAMORI!!","All","Playlist","JPT552200599","1634197977"
"DREAMER","EIKO starring 96猫","パリピ孔明 VOCAL COLLECTION MEGAMORI!!","All","Playlist","JPT552200596","1634197981"
"気分上々↑↑","EIKO starring 96猫、諸葛孔明(CV:置鮎龍太郎)、KABE太人(CV:千葉翔也)、久遠七海 starring Lezel","テレビアニメ「パリピ孔明」エンディングテーマ「気分上々↑↑」 - EP","All","Playlist","JPT552200430","1623357848"
"心臓 (DubVision Remix) - SACRA BEATS Singles","藍井艾露 & DubVision","心臓 (DubVision Remix) - SACRA BEATS Singles - Single","All","Playlist","JPU902203879","1652473149"
"香水","Eito","すっからかん","All","Playlist","TCJPI1992829","1541811195"
"Aphelium","Electric Dad","Aphelium - Single","All","Playlist","QZFYZ2315236","1664003196"
"Baunmani Sunset (feat. BB Yukus)","Electric Dad","Baunmani Sunset (feat. BB Yukus) - Single","All","Playlist","QZPLS2283080","1648757826"
"Cloudspin (feat. BB Yukus)","Electric Dad","Cloudspin (feat. BB Yukus) - Single","All","Playlist","QZES92037209","1513212104"
"This Town","Electric Dad","This Town - EP","All","Playlist","GBUM92300244","1770734343"
"Quickest Draw","Electric Dad","This Town - EP","All","Playlist","GBUM92300245","1770734344"
"Wasted Summer","Electric Dad","Wasted Summer - Single","All","Playlist","QZFP52026340","1504010105"
"Future Rewind (feat. shully)","eleline△","ネオンストライド","All","Playlist","TCJPJ1989037","1485395018"
"Love Again","Elephante & SABAI","Love Again (Remix EP) - EP","All","Playlist","QM24S2201532","1770721406"
"Say It Like You Mean It (feat. Ridgely)","Elephante & SABAI","North Star","All","Playlist","QM24S2400754","1754658089"
"信愛成癮","陳嘉樺","Why Not","All","Playlist","TWD951548105","986659017"
"Slow Grenade","Ellie Goulding & Lauv","Brightest Blue","All","Playlist","GBUM71905729","1523763057"
"Your Song","ELTON JOHN","Elton John","All","Playlist","GBAMB9500072","1440810937"
"Candle in the Wind","ELTON JOHN","Goodbye Yellow Brick Road (40th Anniversary Celebration / Super Deluxe Edition) [2014 Remaster]","All","Playlist","GBUM71304954","1484998279"
"Can You Feel the Love Tonight","ELTON JOHN","The Lion King (Motion Picture Soundtrack) [Walt Disney Records: The Legacy Collection]","All","Playlist","USWD10220758","1442813422"
"Lost & Found (feat. Ridgely)","Embody","Lost & Found (feat. Ridgely) - Single","All","Playlist","UK9AV1500020","1769070192"
"Love the Way You Lie (feat. Rihanna)","Eminem","Recovery","All","Playlist","USUM71015397","1440759823"
"City of the Night","Empire State Philharmonics","Cities: Skylines - Coast to Coast Radio","All","Playlist","SE6CZ2200301","1640424655"
"Sky Tower","Empire State Philharmonics","Cities: Skylines - Coast to Coast Radio","All","Playlist","SE6CZ2200318","1640424662"
"Town Hall Meetup","Empire State Philharmonics","Cities: Skylines - Coast to Coast Radio","All","Playlist","SE6CZ2200314","1640424672"
"View at the Top","Empire State Philharmonics","Cities: Skylines - Coast to Coast Radio","All","Playlist","SE6CZ2200315","1640424674"
"Wheel of Fortune","Empire State Philharmonics","Cities: Skylines - Coast to Coast Radio","All","Playlist","SE6CZ2200316","1640424675"
"Pneumatic Tokyo","EnV","Pneumatic Tokyo - Single","All","Playlist","QM42K1814198","1442735191"
"Without Her","周興哲","如果雨之後","All","Playlist","TWA471715001","1321295656"
"我愛過你","周興哲","我愛過你 - Single","All","Playlist","TWA471602011","1127777929"
"The Final Countdown","Europe","Musica Piu'","All","Playlist","USSM18600692","1787331601"
"Fancy Things","Exede","Fancy Things - Single","All","Playlist","GB2LD2110132","1565227164"
"Lost With You","Exede","Lost With You - Single","All","Playlist","GBSMU5326879","1576860379"
"Runaway","Exede","Runaway - Single","All","Playlist","GB2LD2110179","1573299267"
"Full of Life","Fairlane & Micah Martin","Full of Life - Single","All","Playlist","GBKPL2021688","1637744752"
"Uncover You (feat. Ilsey)","Fairlane","Uncover You (feat. Ilsey) - Single","All","Playlist","GBKPL1810628","1635874195"
"Begin","Fairlane & Britt Lari","Begin - Single","All","Playlist","CA5KR2332051","1674955997"
"5 Years","Fairlane & Kala","V - EP","All","Playlist","CA5KR2293156","1645587978"
"Not My Night","Fairlane & Point North","Genesis - EP","All","Playlist","CA6D22400046","1734365207"
"Crumble","Fairlane & TRØVES","Crumble - Single","All","Playlist","GBKPL1937044","1630248220"
"Panic Room","Fairlane & Wind Walkers","Genesis - EP","All","Playlist","CA6D22400146","1734365210"
"There You'll Be","Faith Hill","There You'll Be","All","Playlist","USWB10102953","81893214"
"Let Me Out (feat. Anvy)","Feenixpawl & dreamr.","Let Me Out (feat. Anvy) - Single","All","Playlist","USA2P2106591","1659876819"
"Evening Buffalo","Felix Snow","Triptych Buffalo - EP","All","Playlist","USAT21702726","1377381053"
"Windows (feat. Icona Pop)","Felix Snow","Windows (feat. Icona Pop) - Single","All","Playlist","USAT21603386","1184693678"
"Demons","Felix Snow & ROZES","Demons - Single","All","Playlist","USAT21802565","1389411496"
"Better Hope","Felix Snow & Wintertime","No Winter Without Snow - EP","All","Playlist","USAT21700031","1193716603"
"Winter Workout Plan","Felix Snow & Wintertime","No Winter Without Snow - EP","All","Playlist","USAT21700033","1193716608"
"Stuck Like Glue (feat. Olivia Ray)","Fells","Stuck Like Glue (feat. Olivia Ray) - Single","All","Playlist","GBKPL2163262","1636968697"
"Suffocate (with Medyk)","Fells","Suffocate (with Medyk) - Single","All","Playlist","CA5KR2319840","1664290335"
"Tell Me It's Okay","Fells","Tell Me It's Okay - Single","All","Playlist","GB2LD2010146","1525067755"
"Walk On Water","Fells & Danni Carra","Walk On Water - Single","All","Playlist","CA5KR2301323","1651313726"
"キミノイル世界線 feat. another anima","Fifteen voices","キミノイル世界線 feat. another anima - Single","All","Playlist","JPB602300132","1659328956"
"Work from Home (feat. Ty Dolla $ign)","Fifth Harmony","7/27 (Deluxe)","All","Playlist","USSM11600251","1087445213"
"Outside","Fiji Blue","Reasons You Should Care - EP","All","Playlist","TCAFM2119172","1587992537"
